	erytrocyty	trombocyty	weight	name	hbver	ssn	relationship	er-cv	smoker	indicator	hematokrit	leukocyty	alp	hemoglobin	ast	alt	etytr
157	5.17465	7.20998	23.69655	Olivia Krause	5.48717	702-79-6288	single	67.25055	no	1.00000	5.01432	7.92213	78.90168	6.67003	68.04322	1.19668	7.00454
158	5.25512	6.36575	58.48299	Sandra Henry	8.12546	705-60-2301	single	72.02716	no	0.00000	8.17491	7.36505	75.40273	7.01248	73.02989	1.01548	5.81539
159	7.08318	3.55512	75.78690	Jack Mcguire	8.85395	614-73-1370	nop	55.73717	N	1.00000	6.53633	3.02905	47.88697	7.78445	73.43453	1.07684	3.85676
160	7.70229	8.26489	16.63620	Mrs. Margaret Brown	6.58416	143-34-5803	widowed	76.12083	no	1.00000	6.48797	5.32624	60.28280	7.64872	75.93715	1.66253	5.21263
161	7.60948	5.78198	44.46314	Jake Christian	9.05870	675-55-5285	divoced	70.38234	no	1.00000	7.55689	7.35336	53.41345	4.73761	80.08026	1.47210	6.75788
162	5.41397	6.53792	55.53605	Lindsay Jordan	5.62708	291-41-6418	widowed	37.01791	no	1.00000	7.42373	8.00128	77.80950	5.88863	69.57916	0.54929	8.37797
163	7.57055	6.45547	79.44494	Heather Hayes	8.67390	132-31-4076	nop	49.55034	yes	0.00000	6.49964	7.93845	73.27662	5.49129	79.47852	1.55548	
164	5.16916	8.19254	108.75942	Kristina Washington	4.68872	640-93-2376	single	66.56041	Y	1.00000	6.42421	7.73549	63.35671	7.50841	79.09195	1.39629	8.23246
165	5.41936	8.36682	89.43401	Tasha Miller	8.78693	134-13-4764	single	41.99904	Y	0.00000	8.86442	6.73790	38.09612	7.86834	71.93459	0.93803	6.65027
166	5.81188	5.42548	24.62445	Robin Miller	6.44320	285-14-0639	nop	49.78869	no	1.00000	7.01256	8.40589	34.09887	8.22933	77.41946	0.79210	9.84005
167	6.75282	6.75775	58.80763	Julie Hawkins	10.33877	552-27-1483	separated	48.45505	N	1.00000	6.54851	5.28139	89.78784	6.56012	66.35625	1.23354	5.87796
168	9.70861	6.71457	65.15452	Diana Porter	10.75388	428-76-3876	divoced	56.52686	Y	0.00000	6.95207	9.38632	26.69417	8.56632	69.70561	8.65551	11.47665
169	6.70816	7.61356	59.26562	David Espinoza	8.36110	299-85-1620	single	56.42419	no	1.00000	7.15943	9.92908	56.99960	4.93719	83.46192	1.39734	7.77122
170	4.28241	7.44037	7.96155	Joyce Guzman	8.84083	593-13-6056	divoced	55.69666	yes	0.00000	7.71061	7.45126	92.77749	6.36090	66.97929	0.98194	6.48956
171	9.83018	6.26999	61.32561	Nancy Olsen	7.32600	706-96-3621	married	61.24277	yes	0.00000	8.01832	6.92053	38.83004	4.69433	72.84189	9.66232	7.29898
172	6.26346	6.32437	75.45186	Natasha Hernandez	8.12397	346-74-8074	single	60.39057	no	0.00000	6.76736	8.35776	86.64228	6.68581	73.80457	1.00329	4.92721
173	7.93289	7.54392	101.88001	Cody Richardson	5.00265	786-86-8283	married	56.06066	yes	1.00000	7.87930	5.85236	87.13837	5.88841	73.96805	1.90010	6.26266
174	5.49264	6.51677	47.72292	Paula Figueroa	7.58365	338-85-7552	married	59.14844	Y	1.00000	6.11578	2.61465	81.54487	6.58141		1.00091	4.60130
175	5.77405	7.74596	-17.56021	Jason Hernandez	7.10804	032-88-0264	single	82.61243	yes	0.00000	5.31957	8.86897	56.14706	7.84942	79.84018	0.93243	4.81804
176	7.16113	7.98433	5.69676	Russell Burgess	3.77001	670-39-0346	single	46.63502	Y	1.00000	7.27997	4.32588	83.56845	6.84439	83.19220	1.35632	5.19991
177	6.61957	5.95754	117.60657	Aaron Gordon	9.56333	462-37-8624	nop	36.98504	no	0.00000	7.59689	5.97463	12.89859	8.90341	75.68129	1.28364	5.59544
178	6.09932	7.52966	46.55453	Laura Rodriguez	8.94659	085-87-9314	married	57.79063	no	0.00000	6.69855	6.56322	21.71963	3.71506	68.07029	0.99164	3.94334
179	4.21651	6.89856	101.07131	John Roberts	4.87690	637-27-0729	nop	66.87014	no	1.00000	6.86408	7.64381	87.37293	6.43307	61.05854	0.81125	7.66936
180	8.09577	5.89008	150.30163	Jodi Bradley	5.11029	698-24-9534	separated	58.87735	no	0.00000	5.13086	8.67223	72.88142	7.20129	72.53830	2.60694	6.37276
181	10.59088	4.84781	43.61478	Lisa Woods	10.50933	495-08-2532	married	46.40160	Y	0.00000	6.23555	9.71894	48.20004	7.81588	77.83175	19.87831	9.91460
182	10.30861	7.63017	68.19344	Alexandra Harper	8.14773	280-97-1002	widowed	47.12111	Y	0.00000	4.64609	7.67498	65.60901	7.56473	83.04575	15.35675	6.68737
183	10.29728	6.06941	119.64403	Gregory Berry	7.11739	560-32-9367	married	46.20406	no	1.00000	7.79961	6.92352	82.94878	6.47084	75.71824	15.39134	5.74934
184	5.87150	6.89254	109.42893	Nicholas Sloan	9.95378	104-47-6986	divoced	55.13938	Y	1.00000	6.75336	3.15374	69.94529	7.38584	70.38628	0.87876	4.46618
185	8.75470	7.77229	99.38084	Emily Carr		305-83-5412	divoced	40.39344	no	0.00000	7.13146	7.87589	16.68613	3.81447	74.51307	3.66639	7.32535
186	5.47687	7.09604	44.49221	Mark Garcia	7.91933	276-58-6427	divoced	52.95429	yes	1.00000	5.71931	9.91566	82.90343	6.43883	79.96442	1.12205	8.98128
187	8.79478	6.05645	10.41053	Ashley Briggs	6.83429	079-65-7455	divoced	48.61646	Y	0.00000	8.91117	4.50646	58.38383	7.53251	78.42625	3.74142	5.13719
188	4.10809		-6.08032	Alejandro Lowe	5.42854	309-41-2018	separated	40.88419	yes	1.00000	6.17266	7.76316	70.46584	7.09130	76.43515	0.46671	8.24175
189	4.32970	5.40320	103.70686	Steve Terry	4.81654	500-59-0532	nop	40.05553	no	1.00000	6.60684	7.22948	82.70176	6.77995	70.06329	0.89004	5.70352
190	8.11315	5.01190	139.15744	Rachel Jenkins	6.92969	809-99-8470	married	51.14233	no	1.00000	6.12779	7.51258	50.16020	7.84155	70.60077	2.46970	6.89173
191	8.49454	6.06483	14.32205	Robert Martin	7.49788	595-88-8397	divoced	57.63017	Y	1.00000	6.28684	7.09719	86.13441	6.38978	67.43197	2.51825	6.52433
192	9.43362	7.19005	90.44451	Michele Jackson	9.91083	212-20-2622	married	53.16961	no	0.00000	6.69605	6.24784	83.95818	6.25969	68.04353	7.02844	5.83410
193	5.02074	6.12855	103.08858	David Sweeney	5.51585	788-40-3937	nop	56.86824	no	1.00000	5.64854	1.49791	66.80424	5.19738	68.83724	0.99578	3.82928
194	4.37796	6.52332	109.52001	Stephen Reed	7.97849	871-94-9430	single	33.28220	N	0.00000	7.19063	8.18873	75.56675	7.23877	70.41547	1.22915	5.02796
195	9.60797	6.79009	43.13310	Whitney Malone	8.60203	769-82-8978	married	59.79438	no	1.00000	6.98940	6.93491	86.93382	6.78447	83.65545	8.34785	6.33211
196	5.34352	7.17493	96.03090	Victor Reed	8.12652	346-69-4712	single	37.86844	no	0.00000	6.17038	8.10877	75.09830	7.21444	75.78051	0.68963	5.21871
197	8.10128	6.39767	32.85044	Darren Chambers	9.52455	519-09-3114	married	38.59422	yes	0.00000	5.66594	8.47265	54.13069	4.74316	68.62930	2.02198	8.83095
198	4.63543	6.52471	89.69289	Jose Powell	4.78786	729-52-7439	widowed	50.60500	no	1.00000	6.79493	7.33869	65.62391	7.47628	77.00349	1.11266	6.08363
199	7.55668	5.32659	72.65254	Alan Crawford	8.53726	029-47-3790	married	43.93684	no	0.00000	8.16436	8.51690	92.06482	6.09777	70.37929	1.34667	8.45988
200	4.02686	8.01926	70.98240	Jennifer Palmer	7.43519	005-39-9287	separated	48.49911	no	1.00000	6.10918	0.00000	49.94162	4.60875	0.00000	0.40618	2.47817
201	7.25697	5.86717	88.40229	Heather Jones	7.01138	176-71-3678	married	61.38072	no	0.00000	9.07147	7.55691	64.41283	7.57478	67.47828	1.50095	7.46422
202	5.37809	7.30072	60.32432	John Hayes	3.99238	819-76-3068	nop	38.65102	no	1.00000	6.42306	6.61165	71.44912	6.95041	82.28836	0.82845	8.81147
203	8.13936	5.35122	60.71943	Richard Baker	9.52493	774-65-4683	married	40.51358	no	1.00000	7.01461	6.81867	82.29308	5.66119	71.49627	2.37396	6.08451
204	6.27046	8.06883	47.11609	Jessica Wilson	4.39017	547-41-6661	divoced	60.29972	no	1.00000	4.58839	7.92104	86.22755	6.63868	72.01199	0.99546	9.94018
205	5.64212	6.71014	15.24487	April Snyder	4.60813	853-37-2481	divoced	42.95804	Y	1.00000		7.34800	64.99774	5.22056	77.39361	1.09002	8.80361
206	6.35628	7.81049	113.78298	Deborah Galvan	5.95755	262-11-4337	married	47.37774	no	1.00000	6.33315	8.28641	73.64910	6.99999	76.96904	1.56482	6.98061
207	5.09504	5.90819	10.52568	Taylor Moore	10.26180	617-06-3016	separated	32.96912	no	1.00000	6.60534	2.82933	72.07027	7.19931	74.59532	0.86190	3.92091
208	5.43847	5.93983	74.49777	Heidi Ford	4.12929	361-94-5834	nop	41.90568	Y	1.00000	7.98309	6.51710	89.11738	6.77067	75.85423	0.82174	7.17637
209	6.62471	5.99367	17.00140	Catherine Fowler	8.59604	733-23-1141	divoced	49.84718	no	0.00000	7.83517	6.71448	44.98764	7.83796	76.28548	1.15724	5.15833
210	9.14166	7.98692	51.05886	David Flowers	6.32612	561-38-4347	single	57.92286	no	1.00000	6.87082	5.23681	83.64826	6.46166	74.50940	5.01364	4.82598
211	7.36944	6.38318	117.99908	Jason Bennett	7.13414	175-82-0513	single	66.15955	no	1.00000	7.63151	4.43075	66.35974	7.30625	77.69208	1.38356	4.93013
212	9.22635	6.82048	65.72681	Todd Edwards	7.84164	263-72-0090	divoced	37.64532	no	1.00000	7.39439	7.71156	80.57060	6.89738	69.34871	5.91826	6.59961
213	5.38660	6.26164	39.97951	Grace Sanders	4.74084	358-37-5077	single	49.17652	no	1.00000	5.99356	7.10229	81.52810	6.59215	73.60557	1.25146	8.44353
214	5.63557	7.10799	98.67568	Samantha Reed	8.36979	045-13-6758	separated	49.64490	Y	0.00000	6.54637	7.78050	79.24323	7.03858	73.68143	0.75671	4.89397
215	7.05226	7.55545	35.21736	Shaun Frazier	6.75013	414-22-1581	divoced	60.84997	yes	0.00000	7.51096	9.86259	83.70822	6.14027	75.53209	1.69099	6.94919
216	4.68512	7.61792	4.56015	Brooke Harris	6.18326	728-68-4297	married	59.23804	no	1.00000	7.05052	8.87316	88.80197	6.64547	67.10515	0.62682	8.30185
217	4.36266	7.23519	45.51273	James Richmond	7.39130	172-94-2369	nop	56.06771	Y	0.00000	9.13311	8.69746	80.32066	5.73458	67.28019	1.20134	6.41407
218	5.70399	7.30859	71.92269	Andrew Coleman	5.42652	064-60-6010	divoced	56.85998	no	0.00000	7.75521	9.45190	46.20800	8.14734	67.20182	0.90060	6.44164
219	4.15808	7.71424	82.42451	Elizabeth Cook	5.86029	128-43-6041	nop	70.21811	no	1.00000	7.22615	7.95468	46.65483	7.95168	82.15901	0.96104	8.12921
220	9.18291	5.65176	31.04417	Timothy Hogan	8.98354	105-40-5339	divoced	45.72834	yes	0.00000	6.07254	7.54671	43.62164	7.88225	75.24537	5.58764	8.72472
221	7.05654	4.95541	92.90219	Kathy Barron	9.29723	270-13-8025	single	43.78982	no	0.00000	6.21906	6.47653	45.56617	7.95887	85.58759	1.30853	3.49932
222	8.35235	7.77669	80.34522	Brady Murphy	8.70293	307-88-8939	married	63.73367	Y	0.00000	6.93912	7.21117	34.97498	8.02247	69.18670	2.52891	8.82550
223	7.48541	6.41043	50.19470	Justin West	4.66479	221-05-7393	single	42.35467	no	1.00000	5.92140	7.68101	64.47295	7.45384	83.06890	1.52510	9.05612
224	5.03172	5.79058	26.39733	Phillip Mcdaniel	6.47903	761-95-0139	married	22.96792	yes	0.00000	8.92258	10.03264	78.01681	6.91728	58.48735	0.61474	5.72240
225	7.07365	9.02358	76.49384	Michelle Sullivan	6.94994	250-55-8372	married	54.08354	Y	1.00000	6.64082	8.97781	40.44342	8.02761	67.67621	1.68392	8.50402
226	6.91926	7.57335	74.46959	Christopher Larson	9.80047	708-26-9885	nop	44.57942	no	0.00000	8.07879	5.66090	71.15539	7.27567	70.72111	0.96049	6.85900
227	5.55132	6.53087	43.05588	Carl Whitney	6.41478	026-20-7493	single	47.81687	no	0.00000	6.08755	8.37723	86.46104	6.54081	74.57850	0.92754	7.10277
228	5.66222	7.44230	23.64803	Anthony Bauer	5.37591	646-13-8459	married	52.91828	no	1.00000	6.00781	7.92341	90.19876	6.27792	75.08469	1.27707	8.54136
229	8.61152	6.26600	94.97272	Mark Jordan	4.01290	562-62-4819	divoced	61.41489	no	0.00000	8.04633	7.20282	77.93333	6.91985	75.90522	3.52563	4.44162
230	4.24193	6.63276	95.46661	Anthony Moore	7.05573	099-86-6598	single	50.27332	yes	0.00000	6.91370	9.39316	84.48928	6.98231	72.25167	0.69454	6.64112
231		7.12949	57.92033	Susan Wheeler	7.30738	069-12-5556	married	56.86853	no	1.00000	4.36526	6.78995	85.25477	6.33319	78.70534	3.20170	6.13281
232	4.38659	6.38871	96.55996	Diana Phillips	5.54342	587-28-0141	married	39.96772	no	1.00000	7.38573	7.97923	34.04061	8.23600	79.31132	0.92312	8.35569
233	8.65612	9.22584	109.66079	Michael Clark	9.47315	863-42-1992	nop	49.78012	Y	1.00000	5.63856	6.14465	59.73879	7.65071	67.88031	3.70276	5.74133
234	8.19701	6.86457	79.39965	Susan Wallace	7.26873	633-19-8003	divoced	53.42586	no	0.00000	8.36359	6.93943	65.08165	7.41796	72.12186	2.40999	7.22868
235	7.75986	7.01329	78.57967	Jessica Garcia	5.61334	141-96-6730	separated	47.90704	no	1.00000	6.91799	4.83774	69.30837	7.27906	69.07189	2.15361	5.20970
236	6.06033	6.98343	54.11135	Gary Cook	9.32486	123-45-2184	widowed	49.36380	no	0.00000	7.21841	9.37126	66.78362	7.12188	68.93102	1.24328	10.77655
237	5.20648	6.22892	66.19453	Mary Ruiz	5.09529	065-70-7915	single	42.19791	no	1.00000	5.91261	7.85719	66.57752	5.65703	77.58462	1.40385	7.98796
238	7.02872	7.77982	24.07425	Chad Jacobs	8.16617	718-88-1592	divoced	56.92133	no	0.00000	7.08937	7.72256	81.58711	6.59385	73.83396	1.11256	4.31708
239	6.89647	6.35253	115.12436	Dean Perez	5.24544	659-78-7442	nop	48.69747	no	1.00000	8.43411	7.94320	91.21872	5.89547	69.69690	1.30308	8.12774
240	7.16687	5.14512	13.99177	Marie Hopkins	6.72061	062-17-8834	married	69.65771	no	1.00000	6.55239	9.82894	80.19062	6.18935	72.55771	1.30802	10.53084
241	6.79702	6.81176	39.42938	Kelly Rodriguez	7.54494	501-76-3255	single	57.30945	no	1.00000	6.94149	5.17991	69.64648	7.11957	68.16336	1.24380	5.67677
242	5.36615	8.04807	39.58147	Amy Hurley	4.70674	038-38-5362	single	35.14457	yes	1.00000	7.86583	7.06950	63.73158	7.41174	70.66316	1.13727	8.02286
243	7.56797	6.21603	64.64222	Julia Ramos	9.28939	740-07-3043	married	68.65199	no	0.00000	6.52702	6.43979	51.53701	4.85443	74.29887	1.77465	9.10064
244	5.80084	7.16656	64.91500	Kelly Mckay	5.39239	241-40-1579	nop	40.87586	no	1.00000	6.78058	7.52096	54.71545	7.76506	76.78507	0.95665	7.41896
245	5.76836	5.92984	67.82285	Stephanie Harmon	8.18855	182-25-7124	single	69.63177	no	0.00000	6.26073	7.65993	78.60639	6.97639	63.19767	1.34895	4.80259
246	7.05390	8.45671	83.31226	Jamie Smith	8.85718	476-01-9480	widowed	77.54669	Y	0.00000	5.95016	8.56854	65.27613	5.23267	61.63666	1.87519	9.35471
247	6.21766	5.55007	80.75307	Chad Mcguire	8.32220	282-36-5460	divoced	53.15792	no	0.00000	7.23417	7.76877	69.41938	5.35088	74.24796	1.12593	5.38691
248	7.51857	7.86714	87.19037	Michelle Campbell	9.00825	700-77-8652	divoced	42.97908	no	1.00000	7.24104	4.07696	94.35409	6.48768	73.90865	1.57120	5.08873
249	6.55888	7.90737	55.24948	George Mccoy	5.64502	155-64-0157	married	46.65932	no	1.00000	7.74896	8.40224		7.18528	76.52591	1.07317	8.33716
250	6.09691	5.58386	87.50284	Tracey Meyers	6.18943	179-84-6800	divoced	55.40997	Y	1.00000	6.21413	7.86055	42.42476	7.99558	74.93730	1.20877	7.36563
251	7.04111	6.18966	77.89417	Michael Tate	8.06984	495-52-1860	married	55.40247	Y	0.00000	6.17187	7.23823	74.22791	5.42713	76.30645	1.31486	8.21260
252	6.27505	7.04742	151.94164	David Cruz	6.29849	110-23-9881	divoced	41.16299	Y	1.00000	6.46952	8.33242	55.00223	7.81555	88.10421	1.08577	8.24005
253	8.32344	6.19941	25.53390	Gabriel May	7.05745	420-22-5352	single	43.86175	Y	1.00000	7.49888	5.44570	85.80610	6.64032	82.03431	2.48749	5.52897
254	9.56874	6.86386	51.24619	Dr. Bradley Lawrence	7.72828	357-26-4933	married	52.28283	no	1.00000	7.11624	6.79785	81.25088	5.82907	66.92213	7.40787	6.21061
255	9.51787	6.32798	55.25508	Peggy Anderson	8.24020	395-43-6610	married	56.24664	no	1.00000	5.83600	6.85114	87.18702	5.96459	69.50533	7.79807	5.86393
256	4.75332	7.66908	81.25514	Shawn Taylor	4.24389	230-60-4576	divoced	57.11016	no	1.00000	4.11780	6.87663	84.11865	6.46691	66.61821	0.81537	6.54066
257	6.26051	8.83705	167.15460	Alexandra Garcia	5.17068	886-54-7149	single	52.36568	no	1.00000	5.95195	7.03933	60.89338	7.68067	73.15142	0.83804	7.51580
258	6.61766	8.56529	50.69512	Brian Brock	8.80839	611-57-6826	nop	48.87705	no	1.00000	5.60933	7.03772	69.50188	7.20945	71.32617	0.88201	6.28564
259	9.24820	9.05246	66.29648	Russell Hays	11.24211	777-84-6178	married	58.67227	no	1.00000	6.34611	6.05779	66.48992	5.28828	74.41815	5.71492	4.54828
260	8.07189	5.14261	65.00798	Linda Warren	6.87373	290-73-9461	divoced	66.84876	no	0.00000	6.14695	7.44628	72.87555	6.91963	65.41762	2.94281	6.54744
261	6.59250	6.93698	70.65156	Justin Herring	6.92671	500-66-1544	single	64.14572	yes	0.00000	6.43988	7.56844	43.30449	8.09310	82.46434	0.87317	6.61763
262	7.24825	5.10298	31.49256	Deborah Lee	7.16792	483-59-3652	divoced	48.59885	yes	1.00000	5.12421	5.79657	70.89082	5.54101	75.06900	1.61032	5.40025
263	7.70293	7.62830	97.72768	Troy Gonzalez	8.87945	257-68-1001	divoced	57.10845	Y	1.00000	8.36965	6.39702	79.78241	6.99611	60.99746	1.64936	5.93924
264	5.87288	6.06736	116.53679	James Garcia	9.23262	434-42-7153	separated	42.49000	no	1.00000	5.66638	3.82920	69.34359	7.39862	71.51451	0.67951	4.51628
265	4.36701	5.83830	126.02264	Tonya Mason	5.68748	212-39-8197	single	49.29261	yes	1.00000	6.36269	7.52743	83.66359	6.09342	72.96326	0.40732	7.81877
266	7.38990	8.47064	34.44530	Frank Scott	7.10990	737-65-4924	widowed	64.65413	no	1.00000	7.27032	3.89773	81.44277	6.85795	74.86948	1.73880	4.65315
267	6.03300	4.50931	28.40179	Karla Mills	4.16565	516-78-6345	nop	33.60821	yes	1.00000	7.13944	7.07380	90.79304	6.48201	70.37140	0.92262	8.05489
268	5.15570	6.82698	120.64682	Regina Mccoy	7.02122	304-69-7271	widowed	69.23268	no	1.00000	6.84398	8.57002	12.79474	9.20838	70.36876	0.80098	7.97423
269	6.30728	6.15888	80.68977	Darin Green	6.34036	564-17-4575	married	54.40977	no	0.00000	7.80001	9.59500	63.48984	7.47887	65.74870	1.14498	4.58269
270	5.09124	6.48590	57.82014	Douglas Smith	5.46752	250-14-9790	married	51.05153	yes	1.00000	7.42087	7.29175	83.81471	7.14662	68.89396	0.50573	6.97790
271	7.04617	5.54301	90.84279	Michelle Gregory MD	7.12013	031-06-7923	separated	47.67521	no	0.00000	7.55199	7.51431	46.16445	4.67521	80.77286	1.26547	6.55015
272	6.35840	5.87764	35.64706	Teresa Cook	7.63246	783-17-2372	single	52.65864	yes	1.00000	5.77132	9.33786	91.87025	6.05366	75.12699	1.03147	8.47223
273	6.47815	6.83210	125.01452	Walter Peck	5.66031	836-22-1162	single	25.10176	no	1.00000	5.85487	7.29144	76.44400	5.78138	79.02015	1.06516	7.44750
274	5.57366	7.41867	60.62068	Bradley Holden	7.85640	178-43-9667	nop	74.85365	yes	0.00000	7.83818	8.27536	6.20397	9.19375	72.68176	1.05932	6.82723
275	6.90154	8.20460	89.80733	Tammy James	6.91444	455-37-2955	widowed	44.46657	Y	1.00000	6.52465	4.94285	19.14308	8.60794	73.96567	1.48784	5.27746
276	8.40926	7.83176	75.98738	Shawn Olson	7.32705	217-18-6973	separated	36.27853	no	0.00000	5.57217	8.04233	55.16282	4.74495	66.77140	3.31940	6.36177
277	8.08164	5.21795	94.82296	Chase Kline	7.29900	582-21-9359	married	56.28947	yes	1.00000	6.85117	4.12976	71.81508	5.27908	64.63023	2.41998	4.49279
278	5.84939	6.15697	72.44466	Frank Webster	8.42170	894-05-0392	divoced	53.70382	no	1.00000	6.47950	9.84275	79.87197	5.79573	71.89768	0.97434	9.30408
279	4.84519	8.03625	41.13166	Bradley Holden	8.04648	178-43-9667	single	43.40712	no	0.00000	6.49166	7.65502	82.52210	5.84000	80.48641	0.97642	7.43649
280	5.61757	6.79175	45.33145	Jerry Clark MD	7.40594	095-40-5601	nop	72.46915	no	1.00000	6.15398	8.89426	13.45929	9.03038	71.98491	0.74891	7.72005
281	6.84605	6.97654	83.89603	Daniel Miller	7.37431	874-85-5357	single	57.12192	yes	0.00000	7.07370	7.97917	49.60982	7.95524	76.48605	1.24124	8.07777
282	5.73152	8.31888	96.99493	Dakota Irwin	4.09890	042-27-2210	divoced	51.33440	yes	1.00000	6.57323	7.56573	50.76021	7.73998	79.54086	1.31040	8.29387
283	6.40878	5.20343	82.66326	Norma Pollard	6.04839	789-14-1635	separated	48.67244	no	1.00000	8.16156	9.06138	80.89868	6.29923	73.14025	1.49079	7.91210
284	8.16485	8.18161	79.12132	Bryce May	7.57870	771-44-6676	divoced	53.13533	yes	1.00000	6.86107	6.52360	77.32774	7.10245	71.75542	2.59426	6.55663
285	9.55786	7.95924	93.83252	Bryce May	7.11753	771-44-6676	divoced	62.30808	no	1.00000	7.02380	8.01443	65.53165	5.38574	69.80571	8.01420	6.79894
286	7.90220	8.86451	96.50759	John Glenn	6.67416	280-10-3718	divoced	50.18555	no	0.00000	5.87733	7.01551	81.02671	6.81619	69.71448	2.13243	5.58625
287	6.80893	5.63408	44.80797	Brandon Chase	8.54361	488-04-8107	separated	50.84651	no	1.00000	8.57633	5.05534	52.85293	7.63044	71.18568	1.57821	5.74389
288	5.01758	6.70189	82.20502	Mark Pena	7.75085	688-01-1387	nop	81.17870	no	0.00000	6.39631	8.95751	42.26378	8.07171	67.68448	0.90675	5.53566
289	5.64548	6.47521	172.83152	Lance Stout	7.66299	768-63-5738	single	94.58255	no	1.00000	5.89471	9.43596	80.74932	6.56587	69.40952	0.90484	9.08046
290	6.82542	6.37218	85.50506	Amber Morrison	6.38566	372-87-7487	divoced	51.64919	no	1.00000	6.36282	4.69163	92.60879	6.65626	85.12952	1.61867	5.20072
291	4.51866	7.47298	38.46757	Michael Marsh	7.23127	621-30-2876	married	52.25740	N	0.00000	7.49611	8.75301	45.84768	8.04993	80.30676	0.87791	7.36400
292	4.81588	7.15275	68.91448	Kelly Young MD	5.60340	491-58-9203	nop	48.08309	yes	1.00000	9.13098	8.09501	85.54724	6.45124	78.77090	0.86499	8.80956
293	5.27912	7.66933	34.49842	Heather Newman	6.82140	446-60-4264	married	64.15637	no	0.00000	6.10258	9.32630	57.80203	7.69046	67.35336	1.34361	5.38835
294	6.63507	7.05000	49.87240	Angela Spencer	13.28193	604-51-1535	married	53.32112	yes	1.00000	6.32344	4.82645	85.85172	6.27491	72.83165	0.95774	5.57651
295	7.15721	7.85096	52.84140	Travis Jones	9.51010	626-49-5131	single	73.01660	Y	0.00000	6.28408	3.62146	75.20603	7.09861	72.21551	1.82185	4.95571
296	6.20744	7.77244	134.49611	Troy Gonzalez	9.06076	257-68-1001	nop	61.56758	no	1.00000	7.04830	2.39858	84.50679	6.27936	79.50587	1.14839	4.32967
297	8.89665	7.07643	26.91510	Mary Bryan	9.55316	055-89-9373	widowed	56.17881	no	1.00000	6.38590	5.13608	15.63432	8.70952	76.20919	4.14382	5.03108
298	6.28243	7.63019	37.72090	Timothy Park	5.26120	829-51-2207	separated	56.22367	yes	1.00000	5.98767	7.87491	38.09482	7.95319	77.27487	1.32632	7.62921
299	6.78961	6.89202	65.37467	David Cruz	6.92776	110-23-9881	divoced	37.15753	N	0.00000	6.04425	9.24790	74.57094	7.03348	77.99693	0.97759	5.85002
300	5.29722	6.64446	65.10810	Sonia Lawrence	6.56711	223-25-3964	widowed	75.56161	no	1.00000	7.29265	8.29251	94.64525	6.26372	62.76715	0.81609	6.51665
301	6.71092	4.73102	139.75380	Edwin Hester	7.92781	774-28-8427	divoced	69.85938	Y	0.00000	7.71892	8.25816	79.87585	6.76293	73.14019	1.15709	4.64025
302	6.05850	7.87025	92.99539	David Turner	5.35082	320-04-9289	single	58.63082	Y	1.00000	7.99060	7.77696	78.93853	5.65018	80.43206	0.91088	7.82150
